Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating
Asus,X1,13th Gen,16.0,512.0,Grey,1.92,Intel Core i3,,47805.8,,2.6
Hp,16,13th Gen,8.0,512.0,White,,AMD Ryzen 3,269.78,159827.91,9.78,4.5
Acer,VivoBook,11th Gen,12.0,1024.0,Grey,1.52,AMD Ryzen 7,,106080.81,31.87,4.8
Lenovo,15,10th Gen,4.0,512.0,Grey,2.83,AMD Ryzen 3,,35173.68,19.32,2.6
Acer,15,11th Gen,32.0,256.0,Silver,1.71,Intel Core i7,968.38,41799.0,,4.1
Acer,15,10th Gen,16.0,1024.0,Blue,1.2,Intel Core i3,,171937.86,,4.8
Acer,VivoBook,13th Gen,8.0,256.0,Grey,2.28,AMD Ryzen 5,248.9,170736.08,15.06,2.7
Asus,16,10th Gen,12.0,512.0,Black,1.55,Intel Core i7,,26956.3,10.72,2.9
Dell,16,11th Gen,32.0,1024.0,Blue,1.42,AMD Ryzen 3,457.59,59776.96,0.8,3.3
Asus,Inspiron,10th Gen,16.0,512.0,White,2.63,AMD Ryzen 7,,33125.46,28.47,4.9
Acer,VivoBook,12th Gen,12.0,512.0,Silver,2.13,AMD Ryzen 7,163.6,136477.06,5.87,3.2
Acer,14,10th Gen,16.0,256.0,Silver,2.36,AMD Ryzen 5,854.82,118675.61,,3.6
Lenovo,15,10th Gen,8.0,512.0,Blue,2.05,Intel Core i3,431.26,112729.43,23.73,4.7
Lenovo,Inspiron,11th Gen,16.0,1024.0,Silver,2.57,AMD Ryzen 3,516.12,85142.77,41.76,4.3
Acer,16,10th Gen,8.0,256.0,Grey,1.49,Intel Core i5,880.26,197846.62,17.47,3.7
Dell,Inspiron,12th Gen,,256.0,Grey,2.88,AMD Ryzen 7,993.92,73536.67,47.13,3.1
Lenovo,VivoBook,11th Gen,12.0,1024.0,Black,2.2,AMD Ryzen 7,,198457.2,41.97,4.5
Hp,15,13th Gen,16.0,512.0,Grey,2.07,Intel Core i7,,61124.4,39.4,4.1
Lenovo,14,12th Gen,12.0,256.0,Black,1.73,Intel Core i7,786.35,120676.55,,2.8
Lenovo,VivoBook,13th Gen,12.0,256.0,Silver,1.71,Intel Core i5,,97106.58,,4.7
Lenovo,Inspiron,11th Gen,32.0,256.0,Silver,1.62,Intel Core i5,626.19,106957.49,47.54,3.3
Dell,15,10th Gen,8.0,256.0,Black,2.27,Intel Core i7,,102550.91,6.11,2.7
Hp,15,11th Gen,16.0,1024.0,Grey,1.85,AMD Ryzen 7,556.84,61578.44,,4.7
Acer,15,13th Gen,4.0,256.0,Silver,1.34,Intel Core i7,,91017.75,,4.0
Acer,X1,10th Gen,4.0,512.0,Silver,2.17,,,130806.43,,3.1
Asus,Inspiron,10th Gen,4.0,512.0,Blue,1.65,Intel Core i5,910.87,64726.97,48.41,3.6
Asus,15,13th Gen,4.0,512.0,Black,2.11,AMD Ryzen 7,133.23,143764.03,,4.1
Hp,VivoBook,10th Gen,12.0,512.0,Black,2.43,AMD Ryzen 7,382.04,192428.16,,2.6
Acer,VivoBook,12th Gen,12.0,1024.0,Black,1.63,Intel Core i3,,192676.34,,4.5
Asus,15,12th Gen,8.0,512.0,Black,2.49,AMD Ryzen 7,998.25,153296.41,,4.5
Asus,Inspiron,13th Gen,4.0,1024.0,Grey,1.91,Intel Core i3,,190610.46,49.77,4.6
Asus,VivoBook,12th Gen,8.0,512.0,Black,1.73,Intel Core i3,437.75,47625.16,6.98,3.7
Asus,16,11th Gen,12.0,1024.0,Silver,2.28,AMD Ryzen 7,812.35,181800.41,,4.6
Acer,VivoBook,10th Gen,12.0,1024.0,Grey,2.6,Intel Core i5,,101138.89,41.05,4.5
Dell,X1,11th Gen,8.0,256.0,White,2.31,AMD Ryzen 3,,156440.39,,3.5
Acer,15,10th Gen,32.0,1024.0,Black,1.93,AMD Ryzen 3,,125369.94,26.9,4.4
Dell,Inspiron,10th Gen,4.0,256.0,Blue,2.49,Intel Core i3,,171080.9,,4.4
Acer,X1,13th Gen,12.0,1024.0,Silver,1.68,AMD Ryzen 5,244.8,108277.64,9.63,4.7
Dell,15,12th Gen,12.0,512.0,Grey,1.73,Intel Core i3,,131082.71,,5.0
Dell,X1,13th Gen,4.0,512.0,Blue,1.97,AMD Ryzen 7,,48301.59,10.31,3.1
Lenovo,14,13th Gen,4.0,256.0,Blue,1.63,Intel Core i7,,150311.76,1.36,3.9
Asus,Inspiron,12th Gen,32.0,512.0,Grey,2.2,Intel Core i3,,134292.8,,4.6
Asus,16,10th Gen,16.0,256.0,White,1.35,AMD Ryzen 7,,83251.2,25.85,3.5
Hp,14,11th Gen,4.0,512.0,Silver,2.52,Intel Core i5,,130537.18,,3.5
Asus,16,11th Gen,16.0,256.0,Black,1.45,Intel Core i3,106.86,186087.21,,4.9
Lenovo,15,12th Gen,4.0,256.0,Silver,2.64,Intel Core i7,,49160.37,49.98,3.1
Dell,VivoBook,11th Gen,4.0,256.0,Black,2.92,AMD Ryzen 3,120.74,101491.34,,3.4
Asus,14,11th Gen,16.0,512.0,Silver,2.25,Intel Core i3,,67427.61,,2.7
Lenovo,VivoBook,13th Gen,16.0,512.0,White,2.58,Intel Core i7,761.01,118304.15,,2.6
Acer,14,11th Gen,32.0,512.0,Blue,2.92,Intel Core i7,659.31,42089.94,47.1,3.2
Hp,Inspiron,11th Gen,12.0,1024.0,Black,1.39,Intel Core i5,,190868.24,44.61,2.8
Hp,X1,12th Gen,32.0,1024.0,Black,2.1,Intel Core i3,142.88,101296.46,,3.8
Lenovo,X1,12th Gen,16.0,1024.0,Silver,1.68,Intel Core i7,,27236.32,24.71,3.7
Asus,16,11th Gen,4.0,512.0,White,1.3,AMD Ryzen 7,121.87,86093.01,39.13,2.9
Acer,14,12th Gen,8.0,512.0,Blue,1.9,Intel Core i5,,145037.8,,3.5
Asus,VivoBook,10th Gen,12.0,1024.0,Black,1.65,Intel Core i3,997.57,146446.33,,3.8
Hp,16,13th Gen,8.0,1024.0,White,1.71,Intel Core i3,777.68,46040.69,29.88,3.3
Asus,16,13th Gen,4.0,1024.0,Blue,2.46,Intel Core i7,230.17,89328.48,34.34,4.8
Hp,15,13th Gen,4.0,512.0,Silver,2.88,AMD Ryzen 7,718.38,27452.97,,4.8
Dell,VivoBook,13th Gen,12.0,1024.0,Grey,1.31,Intel Core i3,,128098.67,13.99,3.3
Asus,14,11th Gen,16.0,256.0,Blue,1.81,Intel Core i3,,169007.68,39.85,4.0
Dell,16,12th Gen,32.0,1024.0,White,2.68,AMD Ryzen 3,469.19,23229.53,33.82,3.3
Lenovo,15,10th Gen,32.0,512.0,Black,1.94,Intel Core i3,,36049.63,,3.4
Acer,Inspiron,10th Gen,16.0,512.0,Blue,1.8,Intel Core i5,950.19,131037.78,13.38,3.3
Acer,15,10th Gen,32.0,1024.0,Blue,2.75,AMD Ryzen 5,230.19,100260.4,33.42,2.7
Acer,VivoBook,12th Gen,4.0,256.0,White,1.56,AMD Ryzen 3,210.51,160120.13,45.95,2.9
Lenovo,16,11th Gen,16.0,256.0,White,1.76,,,142158.47,,3.9
Asus,X1,11th Gen,12.0,1024.0,White,1.3,Intel Core i7,148.43,85042.91,,4.3
Dell,14,13th Gen,12.0,512.0,White,2.02,AMD Ryzen 3,,104369.24,1.04,4.3
Dell,VivoBook,10th Gen,8.0,1024.0,White,2.6,AMD Ryzen 7,629.47,75156.91,,4.5
Lenovo,Inspiron,12th Gen,8.0,256.0,Silver,2.81,AMD Ryzen 3,,107727.64,,4.9
Dell,14,10th Gen,4.0,256.0,Silver,2.26,Intel Core i5,600.66,34216.17,20.12,3.4
Dell,X1,11th Gen,12.0,512.0,White,2.23,AMD Ryzen 5,755.61,142238.44,,3.0
Lenovo,X1,13th Gen,12.0,256.0,Silver,1.63,AMD Ryzen 3,,179624.56,,3.8
Acer,Inspiron,12th Gen,8.0,256.0,Grey,1.79,Intel Core i7,911.81,133787.56,,3.7
Asus,VivoBook,13th Gen,12.0,512.0,Black,2.4,AMD Ryzen 3,223.03,89979.61,,3.9
Hp,VivoBook,10th Gen,12.0,256.0,Silver,2.76,AMD Ryzen 3,,185258.77,42.89,4.5
Dell,VivoBook,10th Gen,12.0,1024.0,Black,1.23,Intel Core i5,118.37,80028.32,36.43,3.7
Lenovo,X1,12th Gen,32.0,1024.0,Silver,2.63,Intel Core i3,122.1,192290.65,19.16,2.5
Lenovo,VivoBook,12th Gen,8.0,1024.0,Silver,,AMD Ryzen 7,986.31,113742.28,,4.7
Acer,Inspiron,12th Gen,4.0,1024.0,Silver,2.29,AMD Ryzen 5,322.72,61811.72,,2.8
Lenovo,Inspiron,10th Gen,4.0,1024.0,Grey,2.13,AMD Ryzen 3,923.29,165771.58,39.55,3.1
Lenovo,16,13th Gen,12.0,256.0,White,2.83,Intel Core i5,398.29,128586.38,28.3,2.8
Dell,Inspiron,13th Gen,32.0,256.0,Blue,2.13,AMD Ryzen 7,,95960.11,4.12,3.1
Hp,VivoBook,12th Gen,4.0,256.0,Grey,2.0,Intel Core i5,835.17,116143.61,43.26,3.9
Lenovo,Inspiron,10th Gen,32.0,1024.0,White,2.82,Intel Core i7,,165851.87,,3.7
Hp,VivoBook,11th Gen,4.0,512.0,Grey,2.05,Intel Core i5,249.86,168223.93,4.12,3.6
Hp,14,12th Gen,32.0,1024.0,White,1.47,AMD Ryzen 3,,49178.9,,4.1
Acer,15,11th Gen,4.0,256.0,Blue,1.4,AMD Ryzen 5,,106188.71,1.63,4.1
Dell,Inspiron,10th Gen,4.0,512.0,Blue,2.87,AMD Ryzen 5,647.85,148791.19,,3.5
Dell,15,13th Gen,12.0,512.0,Black,2.42,AMD Ryzen 5,419.81,140942.25,48.37,4.1
Lenovo,Inspiron,11th Gen,4.0,1024.0,Silver,1.5,Intel Core i3,,35817.69,,4.1
Lenovo,14,12th Gen,32.0,1024.0,Grey,1.98,AMD Ryzen 3,,37565.49,,4.5
Acer,VivoBook,13th Gen,8.0,1024.0,White,2.66,AMD Ryzen 7,200.55,102990.17,2.74,3.4
Asus,14,12th Gen,32.0,256.0,Grey,1.84,AMD Ryzen 3,,142052.08,29.01,4.2
Lenovo,14,12th Gen,12.0,512.0,Grey,2.77,AMD Ryzen 7,,58453.72,,3.7
Dell,VivoBook,11th Gen,12.0,512.0,Silver,2.72,Intel Core i3,773.28,57588.43,,4.3
Acer,Inspiron,10th Gen,4.0,1024.0,White,2.88,AMD Ryzen 5,228.21,31443.54,13.86,2.9
Lenovo,X1,13th Gen,4.0,1024.0,Blue,1.85,Intel Core i3,,95419.58,26.6,3.5
Acer,16,11th Gen,4.0,1024.0,Blue,1.99,Intel Core i5,664.78,76973.01,,4.4
Lenovo,Inspiron,12th Gen,12.0,512.0,Black,2.28,Intel Core i7,,167605.62,,3.0
Acer,VivoBook,13th Gen,12.0,1024.0,White,2.78,Intel Core i3,377.79,69523.43,,3.4
Acer,VivoBook,13th Gen,32.0,1024.0,Silver,1.24,Intel Core i7,576.3,123199.82,,2.6
Acer,15,12th Gen,8.0,1024.0,Blue,1.94,AMD Ryzen 7,343.58,132534.02,,4.5
Acer,16,10th Gen,4.0,512.0,Black,1.74,AMD Ryzen 3,,108043.38,35.23,4.5
Asus,16,10th Gen,32.0,256.0,White,1.59,Intel Core i7,797.85,58480.24,34.9,3.5
Lenovo,15,13th Gen,32.0,512.0,Black,1.84,Intel Core i3,605.24,134327.94,33.62,4.4
Dell,VivoBook,12th Gen,4.0,256.0,Blue,1.6,Intel Core i7,400.11,192097.12,,3.1
Hp,VivoBook,12th Gen,12.0,512.0,Silver,1.43,AMD Ryzen 7,782.08,138298.66,,3.1
Asus,15,11th Gen,4.0,512.0,Black,2.79,AMD Ryzen 5,619.76,52922.9,48.64,3.1
Lenovo,15,13th Gen,32.0,256.0,Silver,1.33,Intel Core i7,,122505.75,,3.6
Acer,14,12th Gen,12.0,1024.0,Grey,2.86,Intel Core i7,,196712.18,,3.3
Acer,15,13th Gen,8.0,256.0,Black,2.97,Intel Core i7,,74419.2,24.68,4.6
Acer,16,11th Gen,4.0,256.0,Silver,1.44,Intel Core i3,539.88,116887.24,18.86,4.6
Lenovo,15,10th Gen,32.0,256.0,Silver,1.83,Intel Core i5,,47792.3,,4.2
Hp,14,13th Gen,32.0,512.0,Black,3.0,Intel Core i7,326.1,98242.51,,2.8
Hp,14,10th Gen,4.0,512.0,Silver,1.21,Intel Core i7,,149260.39,30.36,4.3
Acer,VivoBook,11th Gen,16.0,512.0,Blue,1.68,AMD Ryzen 7,576.91,161143.99,43.01,4.1
Hp,14,11th Gen,16.0,512.0,White,2.08,Intel Core i7,,137731.19,19.99,3.6
Acer,VivoBook,10th Gen,4.0,1024.0,Blue,2.28,AMD Ryzen 7,436.72,143816.27,,4.6
Hp,Inspiron,10th Gen,8.0,1024.0,Silver,2.43,AMD Ryzen 3,319.19,123988.89,,3.0
Dell,X1,13th Gen,32.0,1024.0,White,2.53,AMD Ryzen 7,,91498.51,11.31,4.4
Hp,Inspiron,11th Gen,12.0,1024.0,Silver,2.64,AMD Ryzen 7,280.03,136701.46,36.31,3.1
Lenovo,VivoBook,13th Gen,8.0,1024.0,Silver,1.89,AMD Ryzen 3,,123948.62,,2.8
Acer,14,13th Gen,32.0,1024.0,Black,2.97,Intel Core i3,992.36,65570.5,,3.7
Dell,Inspiron,12th Gen,12.0,1024.0,White,2.56,Intel Core i5,,40381.61,0.26,3.9
Lenovo,VivoBook,10th Gen,,512.0,Silver,2.29,Intel Core i5,,126232.29,,4.5
Dell,16,12th Gen,32.0,256.0,Silver,1.83,Intel Core i3,696.6,160207.91,,3.2
Dell,16,11th Gen,16.0,256.0,Black,1.53,AMD Ryzen 7,673.98,72661.08,35.15,4.9
Acer,15,12th Gen,12.0,1024.0,Black,1.36,AMD Ryzen 7,,177068.11,41.51,3.7
Acer,Inspiron,10th Gen,32.0,1024.0,Silver,2.81,AMD Ryzen 3,,51016.64,21.82,2.8
Asus,Inspiron,10th Gen,8.0,1024.0,White,2.58,Intel Core i7,,92348.35,13.88,3.8
Asus,15,11th Gen,4.0,1024.0,Black,1.8,AMD Ryzen 3,,69911.48,49.32,2.6
Lenovo,15,13th Gen,8.0,256.0,Grey,2.84,AMD Ryzen 3,,106418.66,44.86,3.1
Acer,X1,13th Gen,16.0,512.0,Silver,2.32,Intel Core i7,,71818.43,34.03,2.8
Lenovo,Inspiron,10th Gen,12.0,256.0,Blue,1.82,Intel Core i7,,198578.91,46.67,3.0
Lenovo,16,13th Gen,8.0,512.0,White,1.24,AMD Ryzen 5,284.32,123988.01,,5.0
Asus,X1,13th Gen,4.0,512.0,White,2.59,AMD Ryzen 5,,164931.35,3.49,3.6
Hp,16,12th Gen,8.0,1024.0,Black,1.74,Intel Core i3,814.25,77454.23,29.4,3.8
Dell,X1,11th Gen,8.0,512.0,Black,2.71,Intel Core i7,317.87,161305.58,46.87,2.9
Acer,16,11th Gen,16.0,256.0,Silver,2.57,Intel Core i7,144.64,75015.85,,3.1
Acer,14,10th Gen,32.0,256.0,Grey,2.55,AMD Ryzen 3,269.03,70762.14,,4.5
Asus,15,10th Gen,8.0,1024.0,White,2.58,AMD Ryzen 5,,35494.74,,2.8
Asus,15,13th Gen,12.0,256.0,Blue,1.41,Intel Core i7,682.43,155285.86,,3.8
Hp,X1,11th Gen,16.0,256.0,Silver,1.34,AMD Ryzen 7,,118489.71,9.26,3.1
Acer,16,13th Gen,4.0,256.0,Grey,2.12,AMD Ryzen 7,730.91,112968.1,46.56,3.0
Asus,X1,10th Gen,8.0,512.0,Grey,1.24,AMD Ryzen 3,234.19,166098.32,35.53,5.0
Hp,Inspiron,11th Gen,8.0,256.0,Black,2.66,Intel Core i7,,107144.01,36.52,4.5
Lenovo,16,12th Gen,12.0,512.0,Silver,2.01,Intel Core i7,,100574.15,,2.6
Lenovo,16,12th Gen,12.0,1024.0,Black,1.52,Intel Core i3,,139717.9,39.61,3.5
Hp,16,13th Gen,12.0,1024.0,Grey,2.64,Intel Core i7,,41112.48,,4.1
Dell,16,10th Gen,16.0,512.0,Black,1.7,Intel Core i5,,81962.51,,3.0
Dell,VivoBook,12th Gen,4.0,512.0,Blue,2.9,AMD Ryzen 3,,102905.27,21.81,4.0
Dell,VivoBook,11th Gen,12.0,1024.0,White,2.13,AMD Ryzen 5,838.9,22205.29,,4.2
Hp,Inspiron,11th Gen,16.0,1024.0,White,2.1,AMD Ryzen 5,,99856.58,10.08,3.8
Dell,16,12th Gen,16.0,256.0,Silver,1.57,Intel Core i5,,101346.21,27.74,4.0
Asus,X1,12th Gen,32.0,512.0,Blue,1.43,AMD Ryzen 3,,68751.54,,4.7
Acer,X1,10th Gen,4.0,1024.0,Silver,2.66,Intel Core i7,,163287.91,,3.9
Acer,16,11th Gen,12.0,256.0,White,1.61,Intel Core i7,274.87,128011.42,12.26,4.8
Acer,15,10th Gen,12.0,256.0,Black,1.44,Intel Core i5,,69257.92,,4.2
Lenovo,Inspiron,10th Gen,4.0,1024.0,Silver,1.55,Intel Core i7,725.14,20323.5,,3.0
Dell,VivoBook,10th Gen,8.0,1024.0,Silver,1.67,Intel Core i7,312.81,82636.75,11.69,2.9
Acer,15,13th Gen,8.0,1024.0,White,2.01,AMD Ryzen 5,903.6,154943.75,,3.2
Hp,VivoBook,10th Gen,16.0,512.0,Silver,2.2,AMD Ryzen 5,,199924.91,,3.0
Asus,14,12th Gen,4.0,256.0,Silver,2.24,Intel Core i5,,50168.47,49.4,2.7
Hp,16,10th Gen,16.0,1024.0,Blue,1.89,AMD Ryzen 3,,151422.45,27.49,4.4
Dell,16,11th Gen,8.0,1024.0,Grey,1.98,AMD Ryzen 5,,25484.01,,4.7
Asus,VivoBook,12th Gen,12.0,1024.0,Blue,1.61,Intel Core i7,,107332.33,13.82,3.1
Acer,16,11th Gen,16.0,512.0,White,2.66,AMD Ryzen 7,653.29,99945.45,,4.2
Acer,14,13th Gen,4.0,1024.0,White,2.44,AMD Ryzen 3,,128776.61,43.49,3.7
Acer,16,10th Gen,4.0,1024.0,Silver,1.83,Intel Core i5,296.68,164468.74,11.5,4.6
Asus,15,11th Gen,32.0,512.0,Grey,1.65,AMD Ryzen 7,370.28,97445.2,30.9,2.8
Acer,16,11th Gen,4.0,256.0,Black,2.67,AMD Ryzen 5,,193309.96,20.66,3.3
Lenovo,X1,10th Gen,8.0,256.0,Grey,2.71,AMD Ryzen 5,,118053.45,,4.7
Lenovo,VivoBook,10th Gen,32.0,1024.0,Blue,2.38,Intel Core i5,,62171.06,23.98,3.0
Dell,Inspiron,11th Gen,8.0,256.0,Grey,2.85,Intel Core i7,,132672.78,,2.7
Acer,X1,13th Gen,16.0,1024.0,Black,1.98,Intel Core i3,693.66,199035.91,45.33,4.8
Acer,16,10th Gen,8.0,256.0,Black,1.95,AMD Ryzen 7,,141260.57,36.75,2.7
Acer,14,11th Gen,8.0,1024.0,Black,2.37,Intel Core i3,,85680.27,,4.6
Lenovo,VivoBook,13th Gen,8.0,512.0,Silver,2.74,AMD Ryzen 7,882.9,159552.43,7.76,3.2
Lenovo,14,10th Gen,12.0,1024.0,Blue,1.68,Intel Core i3,,32455.92,,2.7
Hp,14,10th Gen,4.0,1024.0,White,2.14,Intel Core i5,158.53,85614.75,45.06,4.7
Asus,15,12th Gen,32.0,256.0,Blue,2.17,AMD Ryzen 5,592.79,69775.68,49.92,4.7
Lenovo,X1,11th Gen,4.0,512.0,Grey,2.26,Intel Core i5,943.06,163172.86,37.95,4.4
Asus,15,11th Gen,12.0,256.0,Black,1.68,AMD Ryzen 7,,57204.21,,4.3
Acer,Inspiron,11th Gen,32.0,256.0,White,1.31,AMD Ryzen 7,311.68,168496.96,,3.0
Asus,16,10th Gen,4.0,512.0,Blue,1.64,Intel Core i3,270.94,125992.64,43.32,4.9
Lenovo,16,10th Gen,8.0,1024.0,Silver,2.15,Intel Core i3,,41168.83,,3.1
Dell,16,13th Gen,32.0,1024.0,Blue,1.48,AMD Ryzen 5,,33633.9,4.23,4.3
Lenovo,15,12th Gen,16.0,256.0,Silver,1.63,Intel Core i5,,145395.52,,3.4
Dell,Inspiron,12th Gen,12.0,1024.0,White,2.28,AMD Ryzen 7,128.26,177571.21,18.06,4.9
Hp,X1,11th Gen,8.0,512.0,Silver,1.83,Intel Core i7,,147846.48,33.18,3.3
Asus,X1,11th Gen,12.0,256.0,Blue,1.55,Intel Core i3,139.45,124048.64,18.53,4.9
Dell,Inspiron,11th Gen,4.0,1024.0,Grey,1.4,AMD Ryzen 5,309.68,138046.77,35.93,2.9
Asus,Inspiron,11th Gen,8.0,512.0,White,1.42,Intel Core i7,,156584.3,46.27,4.1
Lenovo,14,13th Gen,32.0,1024.0,Blue,1.99,AMD Ryzen 7,,153817.99,31.93,4.4
Lenovo,16,10th Gen,16.0,512.0,Blue,1.83,AMD Ryzen 7,,63881.34,,4.8
Dell,15,12th Gen,32.0,1024.0,Blue,1.32,Intel Core i5,,113176.71,,2.8
Lenovo,16,10th Gen,12.0,512.0,Blue,1.81,Intel Core i3,250.05,195015.01,24.29,4.8
Dell,16,13th Gen,12.0,512.0,Blue,1.35,Intel Core i5,,128433.04,40.25,3.8
Asus,Inspiron,13th Gen,16.0,1024.0,Black,2.94,AMD Ryzen 3,,52553.48,,4.9
Lenovo,Inspiron,10th Gen,12.0,512.0,White,2.77,AMD Ryzen 5,736.92,100969.43,,2.5
Acer,14,10th Gen,16.0,256.0,Silver,2.19,Intel Core i7,,184497.49,30.94,4.8
Dell,X1,10th Gen,16.0,256.0,Black,2.81,AMD Ryzen 7,,78260.47,,3.0
Dell,X1,12th Gen,16.0,1024.0,Silver,2.61,Intel Core i3,929.63,22425.1,32.69,3.3
Hp,X1,11th Gen,8.0,512.0,Black,2.99,Intel Core i5,328.73,58510.12,2.08,2.9
Acer,X1,12th Gen,4.0,256.0,Grey,1.99,Intel Core i7,889.39,85675.32,23.91,4.4
Asus,15,13th Gen,32.0,512.0,White,1.94,Intel Core i3,,135546.47,3.06,2.9
Asus,15,13th Gen,32.0,512.0,Blue,1.75,AMD Ryzen 7,170.76,53128.74,13.29,3.5
Asus,Inspiron,10th Gen,8.0,1024.0,White,1.26,Intel Core i3,314.34,31647.29,,3.5
Hp,X1,10th Gen,12.0,1024.0,White,1.82,AMD Ryzen 7,,47323.21,,4.9
Hp,15,13th Gen,12.0,256.0,White,1.99,AMD Ryzen 5,,25143.8,,3.8
Acer,15,11th Gen,16.0,1024.0,White,2.5,Intel Core i7,,123192.63,4.72,2.5
Hp,VivoBook,12th Gen,16.0,1024.0,White,2.35,Intel Core i3,,29880.27,31.05,3.2
Hp,Inspiron,11th Gen,16.0,1024.0,Silver,2.97,AMD Ryzen 3,198.09,57396.8,,3.0
Dell,14,13th Gen,8.0,,Silver,1.27,AMD Ryzen 7,,135702.75,,2.9
Hp,X1,11th Gen,12.0,256.0,Grey,1.33,AMD Ryzen 3,,160949.56,,3.6
Asus,X1,12th Gen,12.0,1024.0,Grey,1.53,AMD Ryzen 7,417.99,74001.67,,3.6
Dell,VivoBook,11th Gen,32.0,256.0,Black,2.71,AMD Ryzen 3,,52329.97,,2.5
Asus,15,12th Gen,16.0,512.0,Black,1.77,,667.19,126656.98,22.82,4.4
Asus,X1,10th Gen,16.0,1024.0,Silver,2.82,AMD Ryzen 5,758.83,155476.29,39.24,3.9
Acer,VivoBook,12th Gen,32.0,1024.0,Blue,2.3,Intel Core i7,,93011.87,39.81,4.4
Dell,14,12th Gen,4.0,512.0,Grey,1.36,AMD Ryzen 7,660.26,102559.76,,3.2
Asus,16,13th Gen,4.0,1024.0,White,2.1,AMD Ryzen 5,,122776.43,29.46,4.3
Dell,14,10th Gen,8.0,512.0,Black,2.73,AMD Ryzen 5,,87897.75,,2.9
Lenovo,16,12th Gen,32.0,256.0,Black,2.28,Intel Core i5,154.59,26214.74,,4.4
Asus,X1,10th Gen,32.0,256.0,White,2.05,Intel Core i7,549.04,30904.68,16.88,2.7
Asus,15,13th Gen,16.0,256.0,Silver,2.56,AMD Ryzen 7,,112255.02,38.4,3.1
Hp,VivoBook,12th Gen,4.0,256.0,White,2.2,Intel Core i5,,57447.26,,3.1
Lenovo,X1,10th Gen,16.0,256.0,White,2.46,AMD Ryzen 5,,25532.0,24.58,4.2
Hp,14,10th Gen,8.0,512.0,Grey,1.29,AMD Ryzen 3,781.54,159846.68,33.71,4.1
Dell,16,12th Gen,12.0,1024.0,Black,1.78,AMD Ryzen 5,187.7,36809.89,,2.5
Acer,16,12th Gen,12.0,256.0,Blue,1.44,Intel Core i7,153.65,79707.62,,2.7
Acer,14,11th Gen,32.0,512.0,Silver,2.12,Intel Core i5,,65158.66,,4.2
Acer,15,13th Gen,4.0,1024.0,White,2.2,Intel Core i3,595.14,129449.67,,4.7
Hp,15,10th Gen,16.0,512.0,Black,2.96,AMD Ryzen 7,256.66,113652.27,,3.7
Dell,Inspiron,13th Gen,32.0,256.0,Silver,2.34,AMD Ryzen 7,,165212.59,,4.2
Hp,X1,13th Gen,32.0,1024.0,Black,2.24,AMD Ryzen 7,,141418.13,42.45,3.3
Lenovo,Inspiron,12th Gen,8.0,256.0,Silver,2.19,Intel Core i7,,198573.44,,2.9
Hp,16,11th Gen,4.0,1024.0,Silver,2.35,AMD Ryzen 3,,109571.78,14.74,4.4
Asus,16,11th Gen,32.0,1024.0,Grey,2.1,AMD Ryzen 5,,56335.03,1.16,4.9
Acer,16,10th Gen,32.0,512.0,Silver,2.92,AMD Ryzen 3,,183346.24,,3.2
Lenovo,15,10th Gen,4.0,512.0,Silver,1.55,Intel Core i7,,179905.27,,4.9
Hp,14,10th Gen,4.0,1024.0,Black,1.84,Intel Core i7,636.13,68820.63,45.54,4.9
Acer,14,12th Gen,12.0,512.0,Grey,2.31,AMD Ryzen 7,458.2,139746.67,,2.9
Acer,X1,11th Gen,8.0,1024.0,Grey,1.48,Intel Core i3,517.07,113376.42,,3.0
Asus,16,11th Gen,16.0,512.0,White,1.32,Intel Core i3,,134651.23,,3.2
Asus,15,11th Gen,32.0,512.0,Blue,1.41,Intel Core i7,,125928.22,45.39,4.7
Hp,Inspiron,13th Gen,8.0,256.0,Blue,1.33,AMD Ryzen 7,,33173.68,31.78,4.9
Hp,X1,11th Gen,12.0,256.0,Grey,2.46,AMD Ryzen 5,841.02,144048.37,,2.7
Lenovo,VivoBook,10th Gen,8.0,256.0,White,1.8,AMD Ryzen 7,,20190.71,46.21,2.7
Dell,VivoBook,10th Gen,4.0,256.0,Silver,1.63,Intel Core i7,931.72,120978.62,48.39,3.0
Dell,Inspiron,13th Gen,8.0,512.0,White,1.38,Intel Core i5,260.02,71811.61,2.73,3.8
Dell,16,12th Gen,32.0,256.0,Grey,2.99,AMD Ryzen 3,,127079.78,10.13,2.6
Dell,VivoBook,12th Gen,12.0,1024.0,Grey,1.2,AMD Ryzen 7,,78893.03,,2.5
Acer,14,10th Gen,32.0,256.0,Silver,2.56,Intel Core i5,,186266.83,,2.6
Hp,14,11th Gen,32.0,1024.0,Blue,2.92,Intel Core i7,,93516.63,39.22,4.2
Acer,VivoBook,11th Gen,16.0,1024.0,White,2.35,Intel Core i7,,53145.22,39.82,4.4
Dell,X1,13th Gen,8.0,256.0,Grey,2.97,AMD Ryzen 5,431.73,128244.36,,4.5
Asus,14,12th Gen,12.0,256.0,Grey,1.38,AMD Ryzen 7,305.91,181632.23,0.47,2.9
Lenovo,15,10th Gen,4.0,512.0,Black,1.82,Intel Core i5,774.6,107651.68,,3.4
Dell,Inspiron,11th Gen,12.0,256.0,Black,1.87,AMD Ryzen 3,148.42,37178.61,,2.5
